Data_Date,Formulary_ID,Formulary_Name,Payer_Name,Channel,Lives,NDC,Product_Name,Formulary_Status,Restriction,Tier,Effective_Date,As_Of_Date
2026-07-01,FRM88314,Sequoia PPO Formulary,Sequoia Benefit,Medicare Advantage,2392692,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88315,Wayfarer POS Formulary,Wayfarer Care,Health Exchange,2149166,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88316,Quarry Advantage Formulary,Quarry Benefit,Commercial,765616,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88317,Monarch Select PPO Formulary,Monarch Benefit,Commercial,2412195,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88318,Trailhead Advantage Formulary,Trailhead Health,Commercial,1965746,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88319,Prairie Choice HMO Formulary,Prairie Health,Commercial,1238038,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88320,Ridgeline Preferred Formulary,Ridgeline Wellness,Commercial,646521,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88321,Highland Choice HMO Formulary,Highland Health,Commercial,3198179,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88322,Silverpeak Complete Formulary,Silverpeak Mutual,Commercial,612157,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88323,Monarch Complete Formulary,Monarch Benefit,Health Exchange,371106,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88324,Wayfarer Advantage Formulary,Wayfarer Health,Health Exchange,563230,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88325,Foundry Complete Formulary,Foundry Benefit,Commercial,994836,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88326,Beacon EPO Formulary,Beacon Care,Medicare Advantage,1969776,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88327,Fairview Select PPO Formulary,Fairview Alliance,Medicare Advantage,1126523,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88328,Zephyr POS Formulary,Zephyr Health,Commercial,637115,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88329,Harborview Select PPO Formulary,Harborview Insurance,Commercial,145367,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88330,Riverbend HMO Formulary,Riverbend Health Plan,Commercial,273659,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88331,Cedar HMO Formulary,Cedar Insurance,Commercial,285415,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88332,Northgate Complete Formulary,Northgate Health,Commercial,719597,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88333,Nautilus Choice HMO Formulary,Nautilus Health Plan,Commercial,799968,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88334,Brightwater Select PPO Formulary,Brightwater Wellness,Medicare Advantage,1743020,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88335,Lakeside POS Formulary,Lakeside Mutual,Health Exchange,2220424,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88336,Quarry Choice HMO Formulary,Quarry Alliance,Managed Medicaid,2122190,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88337,Foundry PPO Formulary,Foundry Wellness,Commercial,260749,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88338,Silverpeak Select PPO Formulary,Silverpeak Wellness,Managed Medicaid,3106454,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88339,Stonegate Choice HMO Formulary,Stonegate Wellness,Health Exchange,2941057,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88340,Beacon Complete Formulary,Beacon Wellness,Managed Medicaid,1311262,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88341,Ironwood PPO Formulary,Ironwood Wellness,Managed Medicaid,2019831,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88342,Stonegate PPO Formulary,Stonegate Benefit,Commercial,634549,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88343,Lantern Choice HMO Formulary,Lantern Care,Commercial,1368095,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88344,Foundry Preferred Formulary,Foundry Health Plan,Health Exchange,2589082,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88345,Copperfield EPO Formulary,Copperfield Health Plan,Health Exchange,22540,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88346,Brightwater HMO Formulary,Brightwater Wellness,Medicare Advantage,604901,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88347,Pinecrest Choice HMO Formulary,Pinecrest Care,Medicare Advantage,62796,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88348,Highland HMO Formulary,Highland Insurance,Health Exchange,20373,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88349,Pinecrest Complete Formulary,Pinecrest Mutual,Medicare Advantage,1488170,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88350,Pinecrest HMO Formulary,Pinecrest Alliance,Commercial,1251936,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88351,Gateway Advantage Formulary,Gateway Health Plan,Commercial,3085167,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88352,Quarry Advantage Formulary,Quarry Health,Health Exchange,707048,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88353,Fairview Advantage Formulary,Fairview Wellness,Health Exchange,2339115,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88354,Harborview Preferred Formulary,Harborview Mutual,Medicare Advantage,659202,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88355,Copperfield POS Formulary,Copperfield Alliance,Commercial,122943,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88356,Northgate Advantage Formulary,Northgate Insurance,Medicare Advantage,2066420,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88357,Keystone EPO Formulary,Keystone Benefit,Medicare Advantage,202136,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88358,Redwood EPO Formulary,Redwood Health,Health Exchange,2814565,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88359,Yellowstone Preferred Formulary,Yellowstone Wellness,Commercial,1638640,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88360,Cedar PPO Formulary,Cedar Mutual,Managed Medicaid,2410870,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88361,Fairview EPO Formulary,Fairview Wellness,Commercial,1790763,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88362,Zephyr Choice HMO Formulary,Zephyr Insurance,Health Exchange,296068,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88363,Redwood PPO Formulary,Redwood Alliance,Health Exchange,2628294,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88364,Wayfarer HMO Formulary,Wayfarer Care,Managed Medicaid,438584,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88365,Ridgeline PPO Formulary,Ridgeline Alliance,Commercial,1170170,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88366,Gateway PPO Formulary,Gateway Wellness,Health Exchange,2008209,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88367,Everest Complete Formulary,Everest Insurance,Health Exchange,2887477,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88368,Foundry Advantage Formulary,Foundry Insurance,Managed Medicaid,2722653,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88369,Ridgeline PPO Formulary,Ridgeline Benefit,Managed Medicaid,681778,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88370,Wayfarer EPO Formulary,Wayfarer Health,Commercial,856909,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88371,Juniper Select PPO Formulary,Juniper Wellness,Commercial,1962073,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88372,Ridgeline EPO Formulary,Ridgeline Alliance,Medicare Advantage,2476554,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88373,Copperfield Advantage Formulary,Copperfield Health,Commercial,698283,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88374,Redwood Preferred Formulary,Redwood Mutual,Commercial,2876353,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88375,Zephyr POS Formulary,Zephyr Health,Commercial,2566579,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88376,Prairie POS Formulary,Prairie Insurance,Medicare Advantage,1282288,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88377,Vantage Select PPO Formulary,Vantage Insurance,Health Exchange,468423,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88378,Redwood Select PPO Formulary,Redwood Insurance,Commercial,643849,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88379,Lakeside Complete Formulary,Lakeside Health,Commercial,1103112,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88380,Yellowstone Choice HMO Formulary,Yellowstone Wellness,Health Exchange,3007087,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88381,Pinecrest Select PPO Formulary,Pinecrest Health Plan,Commercial,1989598,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88382,Cedar Choice HMO Formulary,Cedar Wellness,Commercial,3136442,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88383,Yellowstone Complete Formulary,Yellowstone Insurance,Commercial,1988573,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88384,Northgate Preferred Formulary,Northgate Mutual,Commercial,1747697,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88385,Monarch EPO Formulary,Monarch Alliance,Commercial,3016731,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88386,Foundry PPO Formulary,Foundry Health,Medicare Advantage,1162259,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88387,Lakeside Advantage Formulary,Lakeside Mutual,Medicare Advantage,1814463,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88388,Willow PPO Formulary,Willow Benefit,Commercial,3189449,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88389,Ironwood Select PPO Formulary,Ironwood Benefit,Commercial,445789,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88390,Everest Complete Formulary,Everest Insurance,Health Exchange,2197247,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88391,Highland EPO Formulary,Highland Wellness,Medicare Advantage,95214,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88392,Yellowstone HMO Formulary,Yellowstone Health Plan,Commercial,2997611,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88393,Harborview HMO Formulary,Harborview Health,Health Exchange,97802,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88394,Northgate Complete Formulary,Northgate Insurance,Health Exchange,657261,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88395,Trailhead EPO Formulary,Trailhead Insurance,Medicare Advantage,455042,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88396,Willow Select PPO Formulary,Willow Wellness,Managed Medicaid,860878,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88397,Vantage POS Formulary,Vantage Alliance,Health Exchange,2031050,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88398,Northgate EPO Formulary,Northgate Alliance,Commercial,2161247,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88399,Prairie Select PPO Formulary,Prairie Insurance,Medicare Advantage,225051,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88400,Foundry HMO Formulary,Foundry Mutual,Commercial,3195138,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88401,Gateway Complete Formulary,Gateway Benefit,Managed Medicaid,1140371,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88402,Lantern Complete Formulary,Lantern Mutual,Commercial,1632808,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88403,Harborview HMO Formulary,Harborview Health Plan,Medicare Advantage,2492786,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88404,Highland EPO Formulary,Highland Health,Medicare Advantage,2062335,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88405,Bluegrass PPO Formulary,Bluegrass Benefit,Health Exchange,2858439,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88406,Quarry Advantage Formulary,Quarry Benefit,Commercial,2356865,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88407,Ridgeline HMO Formulary,Ridgeline Health Plan,Medicare Advantage,1359835,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88408,Ironwood Advantage Formulary,Ironwood Mutual,Commercial,345639,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88409,Oakmont HMO Formulary,Oakmont Benefit,Medicare Advantage,3140758,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88410,Vantage HMO Formulary,Vantage Health,Managed Medicaid,2611551,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88411,Harborview Complete Formulary,Harborview Wellness,Commercial,2364442,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88412,Ironwood Choice HMO Formulary,Ironwood Health,Commercial,2672767,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88413,Ridgeline Advantage Formulary,Ridgeline Health Plan,Commercial,1081566,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88414,Prairie Choice HMO Formulary,Prairie Wellness,Commercial,3190714,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88415,Yellowstone Complete Formulary,Yellowstone Health Plan,Commercial,2239509,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88416,Yellowstone EPO Formulary,Yellowstone Health Plan,Commercial,1639896,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88417,Redwood Choice HMO Formulary,Redwood Mutual,Commercial,1914372,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88418,Everest Preferred Formulary,Everest Benefit,Health Exchange,926600,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88419,Lakeside Preferred Formulary,Lakeside Health Plan,Managed Medicaid,2927155,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88420,Yellowstone Preferred Formulary,Yellowstone Mutual,Commercial,1786616,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88421,Harborview POS Formulary,Harborview Health,Commercial,3161504,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88422,Copperfield Preferred Formulary,Copperfield Wellness,Commercial,1519423,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88423,Keystone Preferred Formulary,Keystone Wellness,Health Exchange,1221443,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88424,Vantage PPO Formulary,Vantage Health,Health Exchange,1069201,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88425,Yellowstone POS Formulary,Yellowstone Wellness,Commercial,1897466,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88426,Northgate PPO Formulary,Northgate Mutual,Medicare Advantage,1185681,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88427,Meridian Complete Formulary,Meridian Benefit,Health Exchange,664302,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88428,Brightwater Complete Formulary,Brightwater Insurance,Managed Medicaid,2322539,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88429,Stonegate Preferred Formulary,Stonegate Care,Commercial,1759542,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88430,Gateway Choice HMO Formulary,Gateway Benefit,Commercial,931225,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88431,Oakmont POS Formulary,Oakmont Wellness,Commercial,2877827,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88432,Union PPO Formulary,Union Insurance,Managed Medicaid,1587688,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88433,Foundry HMO Formulary,Foundry Care,Commercial,2271429,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88434,Nautilus POS Formulary,Nautilus Care,Managed Medicaid,2962517,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88435,Gateway HMO Formulary,Gateway Health,Commercial,242616,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88436,Bluegrass Advantage Formulary,Bluegrass Mutual,Medicare Advantage,2658322,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88437,Northgate HMO Formulary,Northgate Health,Health Exchange,2471218,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88438,Copperfield HMO Formulary,Copperfield Insurance,Commercial,1850746,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88439,Union EPO Formulary,Union Wellness,Health Exchange,1654941,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88440,Meridian HMO Formulary,Meridian Health Plan,Commercial,36096,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88441,Fairview Preferred Formulary,Fairview Mutual,Commercial,690091,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88442,Stonegate Preferred Formulary,Stonegate Health,Medicare Advantage,2718960,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88443,Willow Choice HMO Formulary,Willow Alliance,Commercial,552773,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88444,Willow Complete Formulary,Willow Benefit,Medicare Advantage,1392183,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88445,Pinecrest Choice HMO Formulary,Pinecrest Health,Commercial,944146,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88446,Quarry Complete Formulary,Quarry Alliance,Commercial,1296241,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88447,Cedar EPO Formulary,Cedar Insurance,Managed Medicaid,838895,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88448,Cascade POS Formulary,Cascade Mutual,Commercial,2328552,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88449,Ironwood EPO Formulary,Ironwood Insurance,Medicare Advantage,2116862,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88450,Silverpeak Preferred Formulary,Silverpeak Health Plan,Commercial,1886584,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88451,Highland POS Formulary,Highland Health,Medicare Advantage,987029,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88452,Fairview Advantage Formulary,Fairview Benefit,Medicare Advantage,1921912,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88453,Redwood Preferred Formulary,Redwood Insurance,Managed Medicaid,744178,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88454,Trailhead Advantage Formulary,Trailhead Insurance,Commercial,2180820,00078-0912-01,Onvantra,On Formulary,None,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88455,Zephyr Preferred Formulary,Zephyr Health,Commercial,1860068,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88456,Fairview EPO Formulary,Fairview Health Plan,Commercial,1534273,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88457,Quarry Complete Formulary,Quarry Alliance,Commercial,2492956,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88458,Lakeside EPO Formulary,Lakeside Health Plan,Health Exchange,2165179,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88459,Stonegate PPO Formulary,Stonegate Mutual,Health Exchange,3068345,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88460,Quarry EPO Formulary,Quarry Alliance,Commercial,1737881,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88461,Prairie POS Formulary,Prairie Care,Medicare Advantage,1631744,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88462,Sequoia EPO Formulary,Sequoia Mutual,Managed Medicaid,418905,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2026-05-01,2026-07-01
2026-07-01,FRM88463,Northgate Complete Formulary,Northgate Care,Health Exchange,561638,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88464,Trailhead POS Formulary,Trailhead Mutual,Medicare Advantage,1614021,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88465,Quarry HMO Formulary,Quarry Wellness,Commercial,2524419,00078-0912-01,Onvantra,On Formulary,None,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88466,Wayfarer Preferred Formulary,Wayfarer Care,Commercial,1587989,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2025-10-01,2026-07-01
2026-07-01,FRM88467,Beacon Select PPO Formulary,Beacon Mutual,Commercial,2263586,00078-0912-01,Onvantra,On Formulary,QL,Specialty,2026-03-01,2026-07-01
2026-07-01,FRM88468,Fairview Preferred Formulary,Fairview Mutual,Managed Medicaid,2038616,00078-0912-01,Onvantra,On Formulary,PA,Specialty,2026-01-15,2026-07-01
2026-07-01,FRM88469,Wayfarer Advantage Formulary,Wayfarer Benefit,Health Exchange,594101,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-11-01,2026-07-01
2026-07-01,FRM88470,Riverbend Preferred Formulary,Riverbend Wellness,Medicare Advantage,1434511,00078-0912-01,Onvantra,On Formulary,PA;QL,Specialty,2025-10-01,2026-07-01
